doc_id,type,text,incorrectly_detected,matched_predictions
syn_doc_033,LOCATION,North Compliance Zone,True,"[{""type"": ""LOCATION"", ""text"": ""North Compliance Zone"", ""start"": 2505, ""end"": 2526, ""score"": 0.85}]"
syn_doc_034,PERSON,Usern Temp,False,[]
syn_doc_035,ORG,support coordination group,False,[]
syn_doc_035,ORG,Regional Offices,False,[]
syn_doc_039,EMAIL,finance.team@internal-ref,False,[]
syn_doc_039,ORG,Berlin Office,False,[]
syn_doc_040,EMAIL,client.update@hsbc-temp,False,[]
syn_doc_042,PERSON,Payment Check,False,[]
syn_doc_042,CREDIT_CARD,4532-7812-9944-1203,True,"[{""type"": ""CREDIT_CARD"", ""text"": ""4532-7812-9944-1203"", ""start"": 436, ""end"": 455, ""score"": 1.0}]"
syn_doc_043,ORG,Finance Group,True,"[{""type"": ""ORG"", ""text"": ""Finance Group"", ""start"": 994, ""end"": 1007, ""score"": 0.85}]"
syn_doc_043,ORG,London Office,True,"[{""type"": ""ORG"", ""text"": ""London Office"", ""start"": 643, ""end"": 656, ""score"": 0.85}]"
syn_doc_044,ORG,Operations Team,True,"[{""type"": ""ORG"", ""text"": ""Operations Team"", ""start"": 853, ""end"": 868, ""score"": 0.85}]"
syn_doc_045,ORG,Risk Team,True,"[{""type"": ""ORG"", ""text"": ""Risk Team"", ""start"": 634, ""end"": 643, ""score"": 0.85}]"
syn_doc_046,PERSON,temp-user-01,False,[]
syn_doc_046,PERSON,Chief,False,[]
syn_doc_048,IBAN,ACC-009988,False,[]
syn_doc_048,CREDIT_CARD,1111-1111-1111-1111,True,"[{""type"": ""CREDIT_CARD"", ""text"": ""1111-1111-1111-1111"", ""start"": 512, ""end"": 531, ""score"": 1.0}]"
syn_doc_049,PERSON,P Temp,False,[]
syn_doc_049,IBAN,IBAN-REF-2024-7788,False,[]
syn_doc_050,ORG,Human Resources Department,True,"[{""type"": ""ORG"", ""text"": ""Human Resources Department"", ""start"": 1304, ""end"": 1330, ""score"": 0.85}]"
syn_doc_051,ORG,New York Office,False,[]
syn_doc_051,ORG,Financial Operations department,False,[]
syn_doc_052,LOCATION,Austin,False,[]
syn_doc_053,LOCATION,Paris,False,[]
syn_doc_054,DATE,2024-05,False,[]
syn_doc_057,DATE,Cycle 05 Update,False,[]
syn_doc_057,PERSON,Captain,False,[]
syn_doc_058,PERSON,Atatürk,False,[]
syn_doc_061,DATE,2024-05,False,[]
syn_doc_061,CREDIT_CARD,4532-7782-9900-1203,True,"[{""type"": ""CREDIT_CARD"", ""text"": ""4532-7782-9900-1203"", ""start"": 837, ""end"": 856, ""score"": 1.0}]"
syn_doc_65,DATE,REG-2024-06-221,False,[]
syn_doc_67,CREDIT_CARD,4532998877660000,True,"[{""type"": ""CREDIT_CARD"", ""text"": ""4532998877660000"", ""start"": 376, ""end"": 392, ""score"": 1.0}]"
syn_doc_67,DATE,06112024,False,[]
